Caller Method	Caller Library	Callee Visibility	Declared Callee Method	Declared Callee Library	Actual Callee Method	Actual Callee Library	Count	Reflective	DynamicProxy	Label
org.apache.rocketmq.client.impl.MQClientAPIImpl::unlockBatchMQ(Ljava/lang/String;Lorg/apache/rocketmq/common/protocol/body/UnlockBatchRequestBody;JZ)V	org.apache.rocketmq:rocketmq-client:4.9.1	public	org.apache.rocketmq.remoting.RemotingClient::invokeSync(Ljava/lang/String;Lorg/apache/rocketmq/remoting/protocol/RemotingCommand;J)Lorg/apache/rocketmq/remoting/protocol/RemotingCommand;	org.apache.rocketmq:rocketmq-remoting:4.9.1	-	-	1	false	false	ClientToLib
org.apache.rocketmq.common.ServiceThread::shutdown(Z)V	org.apache.rocketmq:rocketmq-common:4.9.1	public	org.apache.rocketmq.logging.InternalLogger::info(Ljava/lang/String;[Ljava/lang/Object;)V	org.apache.rocketmq:rocketmq-logging:4.9.1	-	-	1	false	false	LibToLib
org.apache.rocketmq.client.impl.MQClientAPIImpl::queryConsumeQueue(Ljava/lang/String;Ljava/lang/String;IJILjava/lang/String;J)Lorg/apache/rocketmq/common/protocol/body/QueryConsumeQueueResponseBody;	org.apache.rocketmq:rocketmq-client:4.9.1	public	org.apache.rocketmq.common.protocol.header.QueryConsumeQueueRequestHeader::setIndex(J)V	org.apache.rocketmq:rocketmq-common:4.9.1	-	-	1	false	false	ClientToLib
org.apache.rocketmq.client.impl.ClientRemotingProcessor::notifyConsumerIdsChanged(Lio/netty/channel/ChannelHandlerContext;Lorg/apache/rocketmq/remoting/protocol/RemotingCommand;)Lorg/apache/rocketmq/remoting/protocol/RemotingCommand;	org.apache.rocketmq:rocketmq-client:4.9.1	public	org.apache.rocketmq.logging.InternalLogger::error(Ljava/lang/String;Ljava/lang/Object;)V	org.apache.rocketmq:rocketmq-logging:4.9.1	-	-	1	false	false	ClientToLib
org.apache.rocketmq.client.impl.MQClientAPIImpl$1::operationComplete(Lorg/apache/rocketmq/remoting/netty/ResponseFuture;)V	org.apache.rocketmq:rocketmq-client:4.9.1	public	org.apache.rocketmq.remoting.netty.ResponseFuture::getTimeoutMillis()J	org.apache.rocketmq:rocketmq-remoting:4.9.1	-	-	1	false	false	ClientToLib
org.apache.rocketmq.client.impl.MQClientAPIImpl::processSendResponse(Ljava/lang/String;Lorg/apache/rocketmq/common/message/Message;Lorg/apache/rocketmq/remoting/protocol/RemotingCommand;Ljava/lang/String;)Lorg/apache/rocketmq/client/producer/SendResult;	org.apache.rocketmq:rocketmq-client:4.9.1	public	org.apache.rocketmq.common.protocol.header.SendMessageResponseHeader::getQueueId()Ljava/lang/Integer;	org.apache.rocketmq:rocketmq-common:4.9.1	org.apache.rocketmq.common.protocol.header.SendMessageResponseHeader::getQueueId()Ljava/lang/Integer;	org.apache.rocketmq:rocketmq-common:4.9.1	3	false	false	ClientToLib
org.apache.rocketmq.client.impl.consumer.ProcessQueue::fillProcessQueueInfo(Lorg/apache/rocketmq/common/protocol/body/ProcessQueueInfo;)V	org.apache.rocketmq:rocketmq-client:4.9.1	public	org.apache.rocketmq.common.protocol.body.ProcessQueueInfo::setCachedMsgMinOffset(J)V	org.apache.rocketmq:rocketmq-common:4.9.1	-	-	1	false	false	ClientToLib
org.apache.rocketmq.client.impl.MQClientAPIImpl::deleteAccessConfig(Ljava/lang/String;Ljava/lang/String;J)V	org.apache.rocketmq:rocketmq-client:4.9.1	public	org.apache.rocketmq.remoting.protocol.RemotingCommand::getRemark()Ljava/lang/String;	org.apache.rocketmq:rocketmq-remoting:4.9.1	-	-	1	false	false	ClientToLib
org.apache.rocketmq.remoting.netty.NettyRemotingClient$NettyConnectManageHandler::disconnect(Lio/netty/channel/ChannelHandlerContext;Lio/netty/channel/ChannelPromise;)V	org.apache.rocketmq:rocketmq-remoting:4.9.1	public	org.apache.rocketmq.logging.InternalLogger::info(Ljava/lang/String;Ljava/lang/Object;)V	org.apache.rocketmq:rocketmq-logging:4.9.1	-	-	1	false	false	LibToLib
org.apache.rocketmq.client.impl.producer.TopicPublishInfo::getQueueIdByBroker(Ljava/lang/String;)I	org.apache.rocketmq:rocketmq-client:4.9.1	public	org.apache.rocketmq.common.protocol.route.TopicRouteData::getQueueDatas()Ljava/util/List;	org.apache.rocketmq:rocketmq-common:4.9.1	-	-	2	false	false	ClientToLib
org.apache.rocketmq.client.impl.MQClientAPIImpl::createTopic(Ljava/lang/String;Ljava/lang/String;Lorg/apache/rocketmq/common/TopicConfig;J)V	org.apache.rocketmq:rocketmq-client:4.9.1	public	org.apache.rocketmq.common.protocol.header.CreateTopicRequestHeader::setTopicSysFlag(Ljava/lang/Integer;)V	org.apache.rocketmq:rocketmq-common:4.9.1	-	-	1	false	false	ClientToLib
org.apache.rocketmq.client.impl.ClientRemotingProcessor::resetOffset(Lio/netty/channel/ChannelHandlerContext;Lorg/apache/rocketmq/remoting/protocol/RemotingCommand;)Lorg/apache/rocketmq/remoting/protocol/RemotingCommand;	org.apache.rocketmq:rocketmq-client:4.9.1	public	org.apache.rocketmq.common.protocol.body.ResetOffsetBody::decode([BLjava/lang/Class;)Ljava/lang/Object;	org.apache.rocketmq:rocketmq-common:4.9.1	-	-	1	false	false	ClientToLib
io.netty.channel.AbstractChannelHandlerContext::callHandlerRemoved()V	io.netty:netty-all:4.1.65.Final	public	io.netty.channel.ChannelHandler::handlerRemoved(Lio/netty/channel/ChannelHandlerContext;)V	io.netty:netty-all:4.1.65.Final	org.apache.rocketmq.remoting.netty.NettyRemotingClient$NettyConnectManageHandler::handlerRemoved(Lio/netty/channel/ChannelHandlerContext;)V	org.apache.rocketmq:rocketmq-remoting:4.9.1	33	false	false	LibToLib
org.apache.rocketmq.client.impl.MQClientAPIImpl::sendMessage(Ljava/lang/String;Ljava/lang/String;Lorg/apache/rocketmq/common/message/Message;Lorg/apache/rocketmq/common/protocol/header/SendMessageRequestHeader;JLorg/apache/rocketmq/client/impl/CommunicationMode;Lorg/apache/rocketmq/client/producer/SendCallback;Lorg/apache/rocketmq/client/impl/producer/TopicPublishInfo;Lorg/apache/rocketmq/client/impl/factory/MQClientInstance;ILorg/apache/rocketmq/client/hook/SendMessageContext;Lorg/apache/rocketmq/client/impl/producer/DefaultMQProducerImpl;)Lorg/apache/rocketmq/client/producer/SendResult;	org.apache.rocketmq:rocketmq-client:4.9.1	public	org.apache.rocketmq.remoting.protocol.RemotingCommand::createRequestCommand(ILorg/apache/rocketmq/remoting/CommandCustomHeader;)Lorg/apache/rocketmq/remoting/protocol/RemotingCommand;	org.apache.rocketmq:rocketmq-remoting:4.9.1	org.apache.rocketmq.remoting.protocol.RemotingCommand::createRequestCommand(ILorg/apache/rocketmq/remoting/CommandCustomHeader;)Lorg/apache/rocketmq/remoting/protocol/RemotingCommand;	org.apache.rocketmq:rocketmq-remoting:4.9.1	10	false	false	ClientToLib
org.apache.rocketmq.remoting.netty.NettyRemotingClient$ChannelWrapper::isOK()Z	org.apache.rocketmq:rocketmq-remoting:4.9.1	public	io.netty.channel.Channel::isActive()Z	io.netty:netty-all:4.1.65.Final	-	-	1	false	false	LibToLib
org.apache.rocketmq.client.impl.MQClientAPIImpl::getUnitTopicList(ZJ)Lorg/apache/rocketmq/common/protocol/body/TopicList;	org.apache.rocketmq:rocketmq-client:4.9.1	public	org.apache.rocketmq.remoting.RemotingClient::invokeSync(Ljava/lang/String;Lorg/apache/rocketmq/remoting/protocol/RemotingCommand;J)Lorg/apache/rocketmq/remoting/protocol/RemotingCommand;	org.apache.rocketmq:rocketmq-remoting:4.9.1	-	-	1	false	false	ClientToLib
org.apache.rocketmq.client.producer.DefaultMQProducer::send(Lorg/apache/rocketmq/common/message/Message;Lorg/apache/rocketmq/client/producer/SendCallback;J)V	org.apache.rocketmq:rocketmq-client:4.9.1	public	org.apache.rocketmq.common.message.Message::setTopic(Ljava/lang/String;)V	org.apache.rocketmq:rocketmq-common:4.9.1	org.apache.rocketmq.common.message.Message::setTopic(Ljava/lang/String;)V	org.apache.rocketmq:rocketmq-common:4.9.1	1	false	false	ClientToLib
org.apache.rocketmq.client.impl.MQClientAPIImpl::getTopicRouteInfoFromNameServer(Ljava/lang/String;JZ)Lorg/apache/rocketmq/common/protocol/route/TopicRouteData;	org.apache.rocketmq:rocketmq-client:4.9.1	public	org.apache.rocketmq.common.protocol.route.TopicRouteData::decode([BLjava/lang/Class;)Ljava/lang/Object;	org.apache.rocketmq:rocketmq-common:4.9.1	-	-	1	false	false	ClientToLib
org.apache.rocketmq.client.impl.MQClientAPIImpl::getTopicsByCluster(Ljava/lang/String;J)Lorg/apache/rocketmq/common/protocol/body/TopicList;	org.apache.rocketmq:rocketmq-client:4.9.1	public	org.apache.rocketmq.remoting.protocol.RemotingCommand::getRemark()Ljava/lang/String;	org.apache.rocketmq:rocketmq-remoting:4.9.1	-	-	1	false	false	ClientToLib
org.apache.rocketmq.remoting.netty.NettyRemotingClient::invokeSync(Ljava/lang/String;Lorg/apache/rocketmq/remoting/protocol/RemotingCommand;J)Lorg/apache/rocketmq/remoting/protocol/RemotingCommand;	org.apache.rocketmq:rocketmq-remoting:4.9.1	public	org.apache.rocketmq.logging.InternalLogger::warn(Ljava/lang/String;Ljava/lang/Object;)V	org.apache.rocketmq:rocketmq-logging:4.9.1	-	-	2	false	false	LibToLib
org.apache.rocketmq.client.impl.ClientRemotingProcessor::receiveReplyMessage(Lio/netty/channel/ChannelHandlerContext;Lorg/apache/rocketmq/remoting/protocol/RemotingCommand;)Lorg/apache/rocketmq/remoting/protocol/RemotingCommand;	org.apache.rocketmq:rocketmq-client:4.9.1	public	org.apache.rocketmq.remoting.protocol.RemotingCommand::getBody()[B	org.apache.rocketmq:rocketmq-remoting:4.9.1	-	-	1	false	false	ClientToLib
org.apache.rocketmq.client.impl.consumer.PullAPIWrapper::pullKernelImpl(Lorg/apache/rocketmq/common/message/MessageQueue;Ljava/lang/String;Ljava/lang/String;JJIIJJJLorg/apache/rocketmq/client/impl/CommunicationMode;Lorg/apache/rocketmq/client/consumer/PullCallback;)Lorg/apache/rocketmq/client/consumer/PullResult;	org.apache.rocketmq:rocketmq-client:4.9.1	public	org.apache.rocketmq.common.protocol.header.PullMessageRequestHeader::setSuspendTimeoutMillis(Ljava/lang/Long;)V	org.apache.rocketmq:rocketmq-common:4.9.1	-	-	1	false	false	ClientToLib
org.apache.rocketmq.client.impl.MQClientAPIImpl::invokeBrokerToGetConsumerStatus(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;J)Ljava/util/Map;	org.apache.rocketmq:rocketmq-client:4.9.1	public	org.apache.rocketmq.common.MixAll::brokerVIPChannel(ZLjava/lang/String;)Ljava/lang/String;	org.apache.rocketmq:rocketmq-common:4.9.1	-	-	1	false	false	ClientToLib
org.apache.rocketmq.client.impl.consumer.DefaultMQPushConsumerImpl::consumerRunningInfo()Lorg/apache/rocketmq/common/protocol/body/ConsumerRunningInfo;	org.apache.rocketmq:rocketmq-client:4.9.1	public	org.apache.rocketmq.common.MixAll::object2Properties(Ljava/lang/Object;)Ljava/util/Properties;	org.apache.rocketmq:rocketmq-common:4.9.1	-	-	1	false	false	ClientToLib
org.apache.rocketmq.client.impl.producer.DefaultMQProducerImpl::sendKernelImpl(Lorg/apache/rocketmq/common/message/Message;Lorg/apache/rocketmq/common/message/MessageQueue;Lorg/apache/rocketmq/client/impl/CommunicationMode;Lorg/apache/rocketmq/client/producer/SendCallback;Lorg/apache/rocketmq/client/impl/producer/TopicPublishInfo;J)Lorg/apache/rocketmq/client/producer/SendResult;	org.apache.rocketmq:rocketmq-client:4.9.1	public	org.apache.rocketmq.common.message.MessageQueue::getBrokerName()Ljava/lang/String;	org.apache.rocketmq:rocketmq-common:4.9.1	org.apache.rocketmq.common.message.MessageQueue::getBrokerName()Ljava/lang/String;	org.apache.rocketmq:rocketmq-common:4.9.1	24	false	false	ClientToLib
org.apache.rocketmq.client.impl.MQClientAPIImpl::getKVListByNamespace(Ljava/lang/String;J)Lorg/apache/rocketmq/common/protocol/body/KVTable;	org.apache.rocketmq:rocketmq-client:4.9.1	public	org.apache.rocketmq.remoting.protocol.RemotingCommand::getCode()I	org.apache.rocketmq:rocketmq-remoting:4.9.1	-	-	2	false	false	ClientToLib
org.apache.rocketmq.client.impl.producer.DefaultMQProducerImpl::sendKernelImpl(Lorg/apache/rocketmq/common/message/Message;Lorg/apache/rocketmq/common/message/MessageQueue;Lorg/apache/rocketmq/client/impl/CommunicationMode;Lorg/apache/rocketmq/client/producer/SendCallback;Lorg/apache/rocketmq/client/impl/producer/TopicPublishInfo;J)Lorg/apache/rocketmq/client/producer/SendResult;	org.apache.rocketmq:rocketmq-client:4.9.1	public	org.apache.rocketmq.common.message.Message::setInstanceId(Ljava/lang/String;)V	org.apache.rocketmq:rocketmq-common:4.9.1	-	-	1	false	false	ClientToLib
org.apache.rocketmq.client.impl.MQClientAPIImpl::getMinOffset(Ljava/lang/String;Ljava/lang/String;IJ)J	org.apache.rocketmq:rocketmq-client:4.9.1	public	org.apache.rocketmq.remoting.protocol.RemotingCommand::decodeCommandCustomHeader(Ljava/lang/Class;)Lorg/apache/rocketmq/remoting/CommandCustomHeader;	org.apache.rocketmq:rocketmq-remoting:4.9.1	-	-	1	false	false	ClientToLib
org.apache.rocketmq.client.impl.consumer.DefaultLitePullConsumerImpl::shutdown()V	org.apache.rocketmq:rocketmq-client:4.9.1	public	org.apache.rocketmq.common.ServiceState::ordinal()I	org.apache.rocketmq:rocketmq-common:4.9.1	-	-	1	false	false	ClientToLib
org.apache.rocketmq.client.impl.MQClientAPIImpl::updateGlobalWhiteAddrsConfig(Ljava/lang/String;Ljava/lang/String;J)V	org.apache.rocketmq:rocketmq-client:4.9.1	public	org.apache.rocketmq.common.protocol.header.UpdateGlobalWhiteAddrsConfigRequestHeader::setGlobalWhiteAddrs(Ljava/lang/String;)V	org.apache.rocketmq:rocketmq-common:4.9.1	-	-	1	false	false	ClientToLib
org.apache.rocketmq.client.impl.MQClientAPIImpl::getProducerConnectionList(Ljava/lang/String;Ljava/lang/String;J)Lorg/apache/rocketmq/common/protocol/body/ProducerConnection;	org.apache.rocketmq:rocketmq-client:4.9.1	public	org.apache.rocketmq.remoting.protocol.RemotingCommand::createRequestCommand(ILorg/apache/rocketmq/remoting/CommandCustomHeader;)Lorg/apache/rocketmq/remoting/protocol/RemotingCommand;	org.apache.rocketmq:rocketmq-remoting:4.9.1	-	-	1	false	false	ClientToLib
org.apache.rocketmq.client.impl.MQClientAPIImpl::processSendResponse(Ljava/lang/String;Lorg/apache/rocketmq/common/message/Message;Lorg/apache/rocketmq/remoting/protocol/RemotingCommand;Ljava/lang/String;)Lorg/apache/rocketmq/client/producer/SendResult;	org.apache.rocketmq:rocketmq-client:4.9.1	public	org.apache.rocketmq.remoting.protocol.RemotingCommand::getRemark()Ljava/lang/String;	org.apache.rocketmq:rocketmq-remoting:4.9.1	-	-	1	false	false	ClientToLib
org.apache.rocketmq.client.impl.producer.DefaultMQProducerImpl::prepareSendRequest(Lorg/apache/rocketmq/common/message/Message;J)V	org.apache.rocketmq:rocketmq-client:4.9.1	public	org.apache.rocketmq.common.utils.CorrelationIdUtil::createCorrelationId()Ljava/lang/String;	org.apache.rocketmq:rocketmq-common:4.9.1	org.apache.rocketmq.common.utils.CorrelationIdUtil::createCorrelationId()Ljava/lang/String;	org.apache.rocketmq:rocketmq-common:4.9.1	4	false	false	ClientToLib
org.apache.rocketmq.client.impl.producer.DefaultMQProducerImpl$6::run()V	org.apache.rocketmq:rocketmq-client:4.9.1	public	org.apache.rocketmq.common.message.MessageQueue::getTopic()Ljava/lang/String;	org.apache.rocketmq:rocketmq-common:4.9.1	-	-	1	false	false	ClientToLib
org.apache.rocketmq.client.impl.consumer.ProcessQueue::cleanExpiredMsg(Lorg/apache/rocketmq/client/consumer/DefaultMQPushConsumer;)V	org.apache.rocketmq:rocketmq-client:4.9.1	public	org.apache.rocketmq.logging.InternalLogger::error(Ljava/lang/String;Ljava/lang/Throwable;)V	org.apache.rocketmq:rocketmq-logging:4.9.1	-	-	4	false	false	ClientToLib
org.apache.rocketmq.client.impl.MQClientAPIImpl::createTopic(Ljava/lang/String;Ljava/lang/String;Lorg/apache/rocketmq/common/TopicConfig;J)V	org.apache.rocketmq:rocketmq-client:4.9.1	public	org.apache.rocketmq.common.protocol.header.CreateTopicRequestHeader::setOrder(Ljava/lang/Boolean;)V	org.apache.rocketmq:rocketmq-common:4.9.1	-	-	1	false	false	ClientToLib
org.apache.rocketmq.client.impl.factory.MQClientInstance::MQClientInstance(Lorg/apache/rocketmq/client/ClientConfig;ILjava/lang/String;Lorg/apache/rocketmq/remoting/RPCHook;)V	org.apache.rocketmq:rocketmq-client:4.9.1	public	org.apache.rocketmq.remoting.protocol.RemotingCommand::getSerializeTypeConfigInThisServer()Lorg/apache/rocketmq/remoting/protocol/SerializeType;	org.apache.rocketmq:rocketmq-remoting:4.9.1	-	-	1	false	false	ClientToLib
org.apache.rocketmq.remoting.netty.NettyRemotingAbstract::requestFail(I)V	org.apache.rocketmq:rocketmq-remoting:4.9.1	public	org.apache.rocketmq.logging.InternalLogger::warn(Ljava/lang/String;Ljava/lang/Throwable;)V	org.apache.rocketmq:rocketmq-logging:4.9.1	-	-	1	false	false	LibToLib
org.apache.rocketmq.client.impl.factory.MQClientInstance::findConsumerIdList(Ljava/lang/String;Ljava/lang/String;)Ljava/util/List;	org.apache.rocketmq:rocketmq-client:4.9.1	public	org.apache.rocketmq.logging.InternalLogger::warn(Ljava/lang/String;Ljava/lang/Throwable;)V	org.apache.rocketmq:rocketmq-logging:4.9.1	-	-	1	false	false	ClientToLib
org.apache.rocketmq.client.impl.MQClientAPIImpl::getConsumerIdListByGroup(Ljava/lang/String;Ljava/lang/String;J)Ljava/util/List;	org.apache.rocketmq:rocketmq-client:4.9.1	public	org.apache.rocketmq.common.protocol.header.GetConsumerListByGroupRequestHeader::setConsumerGroup(Ljava/lang/String;)V	org.apache.rocketmq:rocketmq-common:4.9.1	-	-	1	false	false	ClientToLib
org.apache.rocketmq.client.impl.MQClientAPIImpl::getTopicRouteInfoFromNameServer(Ljava/lang/String;JZ)Lorg/apache/rocketmq/common/protocol/route/TopicRouteData;	org.apache.rocketmq:rocketmq-client:4.9.1	public	org.apache.rocketmq.remoting.protocol.RemotingCommand::createRequestCommand(ILorg/apache/rocketmq/remoting/CommandCustomHeader;)Lorg/apache/rocketmq/remoting/protocol/RemotingCommand;	org.apache.rocketmq:rocketmq-remoting:4.9.1	-	-	1	false	false	ClientToLib
org.apache.rocketmq.remoting.netty.NettyRemotingAbstract::processRequestCommand(Lio/netty/channel/ChannelHandlerContext;Lorg/apache/rocketmq/remoting/protocol/RemotingCommand;)V	org.apache.rocketmq:rocketmq-remoting:4.9.1	public	org.apache.rocketmq.logging.InternalLogger::warn(Ljava/lang/String;)V	org.apache.rocketmq:rocketmq-logging:4.9.1	-	-	1	false	false	LibToLib
org.apache.rocketmq.client.impl.factory.MQClientInstance::sendHeartbeatToAllBrokerWithLock()V	org.apache.rocketmq:rocketmq-client:4.9.1	public	org.apache.rocketmq.logging.InternalLogger::error(Ljava/lang/String;Ljava/lang/Throwable;)V	org.apache.rocketmq:rocketmq-logging:4.9.1	-	-	1	false	false	ClientToLib
org.apache.rocketmq.client.impl.MQClientAPIImpl::getBrokerClusterAclInfo(Ljava/lang/String;J)Lorg/apache/rocketmq/common/protocol/body/ClusterAclVersionInfo;	org.apache.rocketmq:rocketmq-client:4.9.1	public	org.apache.rocketmq.common.protocol.header.GetBrokerAclConfigResponseHeader::getBrokerName()Ljava/lang/String;	org.apache.rocketmq:rocketmq-common:4.9.1	-	-	1	false	false	ClientToLib
org.apache.rocketmq.client.impl.consumer.DefaultMQPushConsumerImpl::pullMessage(Lorg/apache/rocketmq/client/impl/consumer/PullRequest;)V	org.apache.rocketmq:rocketmq-client:4.9.1	public	org.apache.rocketmq.common.sysflag.PullSysFlag::buildSysFlag(ZZZZ)I	org.apache.rocketmq:rocketmq-common:4.9.1	org.apache.rocketmq.common.sysflag.PullSysFlag::buildSysFlag(ZZZZ)I	org.apache.rocketmq:rocketmq-common:4.9.1	1	false	false	ClientToLib
org.apache.rocketmq.client.impl.consumer.ConsumeMessageOrderlyService::consumeMessageDirectly(Lorg/apache/rocketmq/common/message/MessageExt;Ljava/lang/String;)Lorg/apache/rocketmq/common/protocol/body/ConsumeMessageDirectlyResult;	org.apache.rocketmq:rocketmq-client:4.9.1	public	org.apache.rocketmq.common.protocol.body.ConsumeMessageDirectlyResult::setConsumeResult(Lorg/apache/rocketmq/common/protocol/body/CMResult;)V	org.apache.rocketmq:rocketmq-common:4.9.1	-	-	6	false	false	ClientToLib
org.apache.rocketmq.client.impl.MQClientAPIImpl::searchOffset(Ljava/lang/String;Ljava/lang/String;IJJ)J	org.apache.rocketmq:rocketmq-client:4.9.1	public	org.apache.rocketmq.common.protocol.header.SearchOffsetRequestHeader::setTimestamp(Ljava/lang/Long;)V	org.apache.rocketmq:rocketmq-common:4.9.1	-	-	1	false	false	ClientToLib
